image_number, latitude, longitude, altitude
0000000716, 39.439731607854206, -119.72919026245924, 1338.113671893254
0000000717, 39.43981961913594, -119.7291443406873, 1337.9798725722358
0000000718, 39.4399074326133, -119.72909868238965, 1337.8767869975418
0000000719, 39.43999581909679, -119.72905170576219, 1337.7793178800493
0000000720, 39.44008375271246, -119.72900494935759, 1337.6744204377756
0000000721, 39.44017177439892, -119.72895740571221, 1337.5889959512278
0000000722, 39.44025932074752, -119.72890938448081, 1337.504688466899
0000000723, 39.440347059465225, -119.72886261976242, 1337.478161163628
0000000724, 39.440434159167715, -119.72881740212567, 1337.4512571217492
0000000725, 39.440521011424856, -119.72877325355881, 1337.432766144164
0000000726, 39.44060778218227, -119.72872993745962, 1337.3860768685117
0000000727, 39.44069433877979, -119.72868868484066, 1337.4580544838682
0000000728, 39.440781528508104, -119.72864754048467, 1337.5234783515334
0000000729, 39.44086869129185, -119.72860838871642, 1337.5672728046775
0000000730, 39.44095708655667, -119.72857287899633, 1337.6200414728373
0000000731, 39.441045950507196, -119.72853910906623, 1337.610692189075
0000000732, 39.44113535970107, -119.72850884226048, 1337.6587065849453
0000000733, 39.44122543098759, -119.72847921522899, 1337.6877955365926
0000000734, 39.441315842414134, -119.72845123945389, 1337.715054737404
0000000735, 39.44140512903732, -119.72842228173388, 1337.760137042962
0000000736, 39.44149387179422, -119.72839338390135, 1337.8083500852808
0000000737, 39.441580687978764, -119.7283613429331, 1337.8360639065504
0000000738, 39.44167301390899, -119.72832478845066, 1337.8772346647456
0000000739, 39.441763032237, -119.72828356051613, 1337.8706224169582
0000000740, 39.44185035808954, -119.72823923673198, 1337.8396713687107
0000000741, 39.44193571760983, -119.72819266994055, 1337.7794678481296
0000000742, 39.44201865513994, -119.7281417102139, 1337.6761450618505
0000000743, 39.44210012546526, -119.72808850391124, 1337.5071741696447
0000000744, 39.442183918646286, -119.72803010140285, 1337.3142880471423
0000000745, 39.442262138339636, -119.72797134038034, 1337.0847585648298
0000000746, 39.442339479129295, -119.72790964049888, 1336.8376011755317
0000000747, 39.442417030022675, -119.72784973646488, 1336.595800915733
0000000748, 39.442492703879005, -119.7277844838326, 1336.30526678171
0000000749, 39.4425708754626, -119.72771975729594, 1335.9763159248978
0000000750, 39.44264960992927, -119.72765469643032, 1335.6208478417248
0000000751, 39.442728942990875, -119.7275951902009, 1335.3362558642402
0000000752, 39.442809284958386, -119.72753475410951, 1335.190001941286
0000000753, 39.44288942641848, -119.72747652562143, 1335.27985491883
0000000754, 39.44296997873548, -119.72742084932531, 1335.4250143431127
0000000755, 39.44305214740368, -119.72737116674554, 1335.4868649570271
0000000756, 39.443135693219496, -119.72732097267831, 1334.7611529203132
0000000757, 39.443219483085926, -119.72727177080286, 1334.307576769963
0000000758, 39.4433033132879, -119.72722662678225, 1334.038566117175
0000000759, 39.44339051581333, -119.7271869307732, 1333.8392937835306
0000000760, 39.44347803105744, -119.72714802265331, 1333.8167005013674
0000000761, 39.443566565665606, -119.72711202479535, 1333.7363694338128
0000000762, 39.44365665734761, -119.72707737010184, 1333.653055621311
0000000763, 39.443746755373965, -119.72704757074375, 1333.5903256526217
0000000764, 39.44383601295435, -119.727019272073, 1333.5461813565344
0000000765, 39.443929351127345, -119.72699224881397, 1333.5103694917634
0000000766, 39.44401967870678, -119.72696874236468, 1333.4563751602545
0000000767, 39.44411320093939, -119.7269487574057, 1333.4189247824252
0000000768, 39.444202813655444, -119.7269315937397, 1333.4156226897612
0000000769, 39.44429457559666, -119.72691759578035, 1333.422173961997
0000000770, 39.44438918063202, -119.72690427342481, 1333.475002495572
0000000771, 39.44447903838283, -119.72689572747335, 1333.4567865617573
0000000772, 39.44457042218346, -119.72688931425229, 1333.4692302504554
0000000773, 39.444662141697705, -119.72688576092422, 1333.4611342195421
0000000774, 39.444755840870236, -119.72688522462623, 1333.448011899367
0000000775, 39.444850660773966, -119.72688821771105, 1333.4542140075937
0000000776, 39.444947380515664, -119.72689346662048, 1333.436199891381
0000000777, 39.445044708452755, -119.72690196588948, 1333.4057550057769
0000000778, 39.44513531790026, -119.7269123613002, 1333.3789141103625
0000000779, 39.44523238140119, -119.72692681754815, 1333.3078108802438
0000000780, 39.4453281466613, -119.72694444818808, 1333.3266056738794
0000000781, 39.445424079065404, -119.72696589099512, 1333.4986021760851
0000000782, 39.4455125985204, -119.72698875352073, 1333.6361209582537
0000000783, 39.445601625746136, -119.72701370087282, 1333.7665959773585
0000000784, 39.44569043527273, -119.72703983544314, 1333.8757848376408
0000000785, 39.4457791208126, -119.72706946693344, 1334.0446877302602
0000000786, 39.445866081016646, -119.72710184082112, 1334.2454574750736
0000000787, 39.44595904134159, -119.727141005406, 1334.5073677152395
0000000788, 39.4460441990914, -119.72717845301774, 1334.8350349199027
0000000789, 39.446128929835766, -119.72721822518356, 1335.1477962089702
0000000790, 39.44622110115916, -119.72726361151173, 1335.4810574371368
0000000791, 39.4463070284942, -119.72730685113329, 1335.6988885421306
0000000792, 39.44639579892537, -119.72735118616805, 1335.8547242246568
0000000793, 39.44648955196492, -119.72740193474998, 1335.8525888649747
0000000794, 39.446577688814955, -119.72744786007917, 1335.7604414680973
0000000795, 39.446665664238715, -119.72749435756992, 1335.6082150526345
0000000796, 39.44674912752371, -119.72753910164458, 1335.4765944592655
0000000797, 39.44683195247946, -119.72758519505904, 1335.2531788423657
0000000798, 39.44691948309585, -119.72763261262025, 1335.0558641906828
0000000799, 39.44700611901516, -119.72767887471895, 1334.9055179683492
0000000800, 39.44710015966512, -119.72772880394956, 1334.7149403849617
0000000801, 39.44718729264621, -119.72777451050054, 1334.5648806421086
0000000802, 39.44727677580919, -119.72782289296156, 1334.3767276694998
0000000803, 39.447362973120946, -119.7278667129507, 1334.2268843008205
0000000804, 39.44744826007848, -119.72790880217609, 1334.0821916293353
0000000805, 39.44753433193854, -119.72794713295144, 1333.9363768324256
0000000806, 39.44762000261314, -119.72798367452873, 1333.786343430169
0000000807, 39.44770828734171, -119.7280160391006, 1333.6893446361646
0000000808, 39.44780178580573, -119.72804866404125, 1333.5151080852374
0000000809, 39.447895330551795, -119.72807870584573, 1333.3292125510052
0000000810, 39.44799069564329, -119.72810430053505, 1333.170906206593
0000000811, 39.44808582589299, -119.72812543036669, 1332.9810636956245
0000000812, 39.44818058226777, -119.7281427717701, 1332.8020566254854
0000000813, 39.44827348675836, -119.72815755458777, 1332.6087045948952
0000000814, 39.448367681107804, -119.72816737966811, 1332.4344950420782
0000000815, 39.448459764458896, -119.72817529855064, 1332.2557555977255
0000000816, 39.448553650007064, -119.72817942495718, 1332.0979824801907
0000000817, 39.44864649297355, -119.72818191589234, 1331.9261095868424
0000000818, 39.44873837790663, -119.72818241400581, 1331.7569478657097
0000000819, 39.44883278773375, -119.72817975924455, 1331.5875851744786
0000000820, 39.44892830607637, -119.72817449572935, 1331.4177796030417
0000000821, 39.449018003577955, -119.728166019994, 1331.2634086785838
0000000822, 39.44910799726119, -119.7281556503836, 1331.1544568566605
0000000823, 39.44919998660941, -119.728142449241, 1331.0029380973428
0000000824, 39.4492916492392, -119.72812561396253, 1330.8421874279156
0000000825, 39.449383564170944, -119.7281060156392, 1330.6667381189764
0000000826, 39.449476717763034, -119.72808282843516, 1330.514829580672
0000000827, 39.44956928474175, -119.72805575317864, 1330.3222562307492
0000000828, 39.44966268518037, -119.72802654072716, 1330.1720381686464
0000000829, 39.44975573008902, -119.72799439462159, 1330.052269283682
0000000830, 39.44984927426458, -119.7279581305408, 1329.9177515795454
0000000831, 39.44994188069626, -119.72791894938652, 1329.7417581751943
0000000832, 39.450033215084325, -119.72787773140706, 1329.5715649249032
0000000833, 39.45012404000009, -119.72783228263603, 1329.461475443095
0000000834, 39.450214501997195, -119.72778328700042, 1329.3453865908086
0000000835, 39.450303253598896, -119.72773221420711, 1329.2073220601305
0000000836, 39.45039214016541, -119.72768036926882, 1329.1148866740987
0000000837, 39.45048123098633, -119.7276268538128, 1328.890428292565
0000000838, 39.45056331074859, -119.72757676015598, 1328.7422843025997
0000000839, 39.45064519557325, -119.7275265277491, 1328.7082503242418
0000000840, 39.450727666112286, -119.72747444676874, 1328.6681169169024
0000000841, 39.45080962703736, -119.72742122005928, 1328.7639806251973
0000000842, 39.45089303457241, -119.72736696525138, 1328.807938597165
0000000843, 39.450975140851995, -119.72730977200054, 1328.9370015291497
0000000844, 39.45105938416426, -119.72725353915534, 1329.0357934022322
0000000845, 39.45114598655307, -119.72719956798383, 1329.2622678671032
0000000846, 39.4512314049826, -119.72714480196007, 1329.3824694389477
0000000847, 39.45131877687562, -119.72709037724763, 1329.561243568547
0000000848, 39.4514058466113, -119.72703429605109, 1329.5916348202154
0000000849, 39.45149424660511, -119.72697726935512, 1329.61920785252
0000000850, 39.45158281665147, -119.72692128144995, 1329.6385643724352
0000000851, 39.45167286373806, -119.72686562893526, 1329.6136696506292
0000000852, 39.4517617696974, -119.72680821322847, 1329.598339509219
0000000853, 39.45184328851921, -119.72675779847005, 1329.6132920281962
0000000854, 39.4519248042706, -119.7267056362069, 1329.5830421643332
0000000855, 39.45200595308616, -119.72665419221602, 1329.5996948275715
0000000856, 39.452087561505806, -119.72660263757095, 1329.5971657857299
0000000857, 39.45216941979431, -119.72655062420449, 1329.5896102963015
0000000858, 39.45225259736373, -119.72649813037383, 1329.6093185432255
0000000859, 39.45233484560989, -119.7264458529389, 1329.5744816176593
0000000860, 39.45242624185345, -119.7263871235327, 1329.5987764131278
0000000861, 39.45250869955715, -119.72633448175506, 1329.6262873047963
0000000862, 39.452592359129255, -119.72628276850789, 1329.715665734373
0000000863, 39.45267682840024, -119.72623026081179, 1329.7809014143422
0000000864, 39.452760583231964, -119.726178327825, 1329.7875000489876
0000000865, 39.4528444161038, -119.72612526608404, 1329.7862877752632
0000000866, 39.452929160749086, -119.72607422189986, 1329.7776495143771
0000000867, 39.45301479286536, -119.72602423933606, 1329.8213218152523
0000000868, 39.45310465614922, -119.72597051689448, 1329.8148897569627
0000000869, 39.45318950630185, -119.72591738215675, 1329.7607581261545
0000000870, 39.45327529877885, -119.72586684774889, 1329.71066193562
0000000871, 39.45336249857166, -119.72581573551145, 1329.6755058467388
0000000872, 39.453450309939626, -119.72576563635168, 1329.6211307020858
0000000873, 39.45353888856526, -119.72571624469866, 1329.5499458853155
0000000874, 39.45362854555684, -119.72566870925532, 1329.4906411506236
0000000875, 39.45371830723201, -119.72562170003935, 1329.3934752000496
0000000876, 39.45380851853196, -119.72557727789311, 1329.3089740965515
0000000877, 39.453898687554016, -119.7255303241308, 1329.2305103708059
0000000878, 39.453990549735366, -119.72548599088374, 1329.184667026624
0000000879, 39.45408383592016, -119.72544295544994, 1329.1567223435268
0000000880, 39.454177204979466, -119.72540084440958, 1329.0705377291888
0000000881, 39.45427074225676, -119.72535954638221, 1329.0209098840132
0000000882, 39.454365378867124, -119.72531859827411, 1328.9728660527617
0000000883, 39.45446061126532, -119.72527844600135, 1328.8982551395893
0000000884, 39.45455694133588, -119.72523951591776, 1328.8186798160896
0000000885, 39.45465323592094, -119.72520237246387, 1328.7722946293652
0000000886, 39.45474054729773, -119.72517076385279, 1328.7062572194263
0000000887, 39.45482748379061, -119.72513926790808, 1328.639961950481
0000000888, 39.454914831974826, -119.72510891181217, 1328.5357635095716
0000000889, 39.4550037804456, -119.72508023432658, 1328.4508239887655
0000000890, 39.45509244500529, -119.72505158578335, 1328.3515750365332
0000000891, 39.455182270378806, -119.72502477821621, 1328.2466004258022
0000000892, 39.455272175628146, -119.72499915863649, 1328.1420787563547
0000000893, 39.45536239532689, -119.72497404367957, 1328.0401222780347
0000000894, 39.455452989599934, -119.72494946397205, 1327.9322259677574
0000000895, 39.45554332935409, -119.72492608788974, 1327.8286204161122
0000000896, 39.45563409549931, -119.72490423873421, 1327.7171943904832
0000000897, 39.45572526679283, -119.72488299269105, 1327.6301134899259
0000000898, 39.45581650186412, -119.72486271445692, 1327.541185756214
0000000899, 39.45590771335171, -119.72484425508995, 1327.430831534788
0000000900, 39.45599913512928, -119.7248261228019, 1327.3296850975603
0000000901, 39.45609043859643, -119.72480966467035, 1327.2398200388998
0000000902, 39.45618243201693, -119.72479428797541, 1327.169084424153
0000000903, 39.45627385572266, -119.7247802304953, 1327.1038547046483
0000000904, 39.45636548679322, -119.72476776659266, 1327.0235275514424
0000000905, 39.45645779086828, -119.72475603447458, 1326.960253400728
0000000906, 39.45654980108639, -119.72474595389545, 1326.9269301220775
0000000907, 39.4566416593238, -119.7247371486807, 1326.8689126130193
0000000908, 39.45673399594287, -119.72472980829343, 1326.8267856026068
0000000909, 39.45682679473455, -119.72472314919203, 1326.7884238604456
0000000910, 39.45691919825787, -119.72471750788759, 1326.7358682490885
0000000911, 39.45701212136808, -119.72471281544742, 1326.7396729141474
0000000912, 39.45710535035644, -119.72470875652817, 1326.7578481230885
0000000913, 39.45719867942958, -119.72470569356308, 1326.780960499309
0000000914, 39.4572924152883, -119.72470407329655, 1326.7988437004387
0000000915, 39.4573862860442, -119.72470390811733, 1326.8069183407351
0000000916, 39.457479738767084, -119.7247050660037, 1326.8049440076575
0000000917, 39.457573790647594, -119.72470765663229, 1326.7925478396937
0000000918, 39.45766889369343, -119.72471126550818, 1326.7344910614192
0000000919, 39.457763160036, -119.72471572894304, 1326.701065226458
0000000920, 39.457858229292746, -119.72472215379246, 1326.6208108561113
0000000921, 39.4579543260327, -119.72472921999865, 1326.5121851135045
0000000922, 39.45805006312192, -119.72473775471319, 1326.3880939306691
0000000923, 39.45814614906211, -119.72474767247171, 1326.253251082264
0000000924, 39.458241778767544, -119.72475850845024, 1326.1162112820894
0000000925, 39.45833730954458, -119.724770302, 1325.9981304761022
0000000926, 39.45843334848297, -119.72478351545602, 1325.9057163409889
0000000927, 39.45852679889758, -119.72479762067198, 1325.7714215461165
0000000928, 39.45862177505393, -119.72481286690865, 1325.7320841122419
0000000929, 39.45871589251565, -119.72482920754163, 1325.693156448193
0000000930, 39.45881029414413, -119.72484664675636, 1325.6502351956442
0000000931, 39.4589036322267, -119.72486465833768, 1325.6188484355807
0000000932, 39.45899802772883, -119.72488453529522, 1325.5854429462925
0000000933, 39.45909144448403, -119.72490582532377, 1325.5419117575511
0000000934, 39.459183516844384, -119.72492866208557, 1325.4936367608607
0000000935, 39.45927708981579, -119.72495259741551, 1325.473432250321
0000000936, 39.45936896475104, -119.72497760159851, 1325.4285200191662
0000000937, 39.459461373338854, -119.72500422752255, 1325.390656819567
0000000938, 39.45955389385729, -119.72503134322483, 1325.34409579169
0000000939, 39.45964588390547, -119.72506029415321, 1325.3073760308325
0000000940, 39.459738031231375, -119.72509048216557, 1325.2873064717278
0000000941, 39.45982943864943, -119.7251216067111, 1325.2142035299912
0000000942, 39.45992135099745, -119.72515457127218, 1325.131057147868
0000000943, 39.460012336800446, -119.72518768391126, 1325.0350274322554
0000000944, 39.460103795194115, -119.72522261199789, 1324.941564720124
0000000945, 39.4601947021542, -119.72525718729864, 1324.8337740404531
0000000946, 39.460285167183905, -119.72529246642873, 1324.7333113458008
0000000947, 39.46037560146581, -119.7253291253656, 1324.6146631101146
0000000948, 39.46046600831792, -119.7253669918635, 1324.495676706545
0000000949, 39.46056214871639, -119.72540816763721, 1324.353222321719
0000000950, 39.46065229293813, -119.72544914792235, 1324.2129748538136
0000000951, 39.460742511836926, -119.72549143742992, 1324.0656175129116
0000000952, 39.460832830757695, -119.72553522777072, 1323.9164244411513
0000000953, 39.460922686583004, -119.72558024461055, 1323.755211059004
0000000954, 39.461012249872375, -119.72562636330599, 1323.5850945254788
0000000955, 39.46110189087872, -119.72567359595851, 1323.392668218352
0000000956, 39.46119093618571, -119.72572276086164, 1323.2176952743903
0000000957, 39.46127946786746, -119.72577253432256, 1323.0429696179926
0000000958, 39.46136766964862, -119.7258236674066, 1322.8709913901985
0000000959, 39.46145533766045, -119.72587596566851, 1322.712789193727
0000000960, 39.46154295360512, -119.72592960325333, 1322.5390489902347
0000000961, 39.46163024756606, -119.72598439942385, 1322.3870284026489
0000000962, 39.46171690171946, -119.72603990140153, 1322.2452956382185
0000000963, 39.461802749096094, -119.72609727863795, 1322.1041260566562
0000000964, 39.46188840617978, -119.72615530063227, 1321.9860123237595
0000000965, 39.46197309831486, -119.7262146380222, 1321.8839900009334
0000000966, 39.4620580123796, -119.72627566293987, 1321.7699861340225
0000000967, 39.4621427162454, -119.72633769198862, 1321.6627270579338
0000000968, 39.46222657872855, -119.72640042467711, 1321.5526584526524
0000000969, 39.462310341394605, -119.7264638349856, 1321.467486159876
0000000970, 39.462393844270125, -119.72652779942743, 1321.3497710218653
0000000971, 39.46247719351777, -119.72659233405889, 1321.188859428279
0000000972, 39.46256016169201, -119.72665715084752, 1321.0336860986426
0000000973, 39.4626429222717, -119.72672190470415, 1320.8718919223174
0000000974, 39.462725548429354, -119.72678762460197, 1320.7101596966386
0000000975, 39.46280755712235, -119.72685323379068, 1320.5537146450952
0000000976, 39.462889259010545, -119.72691862295575, 1320.40053282585
0000000977, 39.462971274251224, -119.72698428754795, 1320.2350829979405
0000000978, 39.4630532548466, -119.72704919764935, 1320.0502257747576
0000000979, 39.463135205080185, -119.72711459272007, 1319.8960353760049
0000000980, 39.463217082691685, -119.72718004720707, 1319.7703385036439
0000000981, 39.46329811604433, -119.72724556920971, 1319.714076046832
0000000982, 39.46337874394469, -119.7273112956291, 1319.7000367892906
0000000983, 39.46345961561472, -119.72737625999395, 1319.66319419723
0000000984, 39.46354093308895, -119.72744074180025, 1319.6591677190736
0000000985, 39.463621012242854, -119.72750479376762, 1319.6708347937092
0000000986, 39.46370027572999, -119.72756961628855, 1319.7138650054112
0000000987, 39.4637804243662, -119.72763419993754, 1319.8296654736623
0000000988, 39.463860492652394, -119.72769817502297, 1319.9665871327743
0000000989, 39.46394012334564, -119.72776282717635, 1320.0642445357516
0000000990, 39.46402004361749, -119.72782629124522, 1320.2140280734748
0000000991, 39.46409897772268, -119.72789002002699, 1320.405437014997
0000000992, 39.46417818400546, -119.72795534864147, 1320.6669035479426
0000000993, 39.464257596106975, -119.72801962979786, 1320.8391026100144
0000000994, 39.46433879624916, -119.72808330187007, 1320.995272129774
0000000995, 39.46441911936321, -119.72814713299694, 1321.1580678867176
0000000996, 39.464499447956285, -119.72820987931873, 1321.3305302402005
0000000997, 39.46457960618231, -119.72827414679578, 1321.5081941485405
0000000998, 39.46465950188195, -119.72833919383456, 1321.7157975304872
0000000999, 39.464739924119144, -119.72840379011124, 1321.969788598828
0000001000, 39.46481991453767, -119.72846692432599, 1322.2470448166132
0000001001, 39.464901637667246, -119.7285311763813, 1322.4674059944227
0000001002, 39.46498149300884, -119.72859454550546, 1322.7241200758144
0000001003, 39.46506194288126, -119.72865902758001, 1322.9782834127545
0000001004, 39.4651429284989, -119.72872332931271, 1323.2857442414388
0000001005, 39.465222507674355, -119.72878762424712, 1323.5429735556245
0000001006, 39.46530341726758, -119.72885252028891, 1323.7984387930483
0000001007, 39.46538394057092, -119.72891600422537, 1324.0216773794964
0000001008, 39.465465181874656, -119.72897899584619, 1324.198817375116
0000001009, 39.46554570615484, -119.72904198876887, 1324.3541286578402
0000001010, 39.46562642927176, -119.72910572636944, 1324.4606788074598
0000001011, 39.46570765276536, -119.72917062441661, 1324.5285131968558
0000001012, 39.465788816366825, -119.72923509681627, 1324.5738549670205
0000001013, 39.46586999509671, -119.72930086862732, 1324.621180451475
0000001014, 39.465951516664894, -119.72936626282365, 1324.6105094244704
0000001015, 39.46603213958003, -119.72943044254491, 1324.5695316353813
0000001016, 39.46612343968352, -119.72950448294367, 1324.519888387993
0000001017, 39.46620424583219, -119.72956938000966, 1324.447878215462
0000001018, 39.466284900397724, -119.72963450378671, 1324.340943573974
0000001019, 39.4663653065909, -119.72969915319092, 1324.2441021269187
0000001020, 39.466446133057936, -119.72976389267158, 1324.1306051099673
0000001021, 39.466536428817584, -119.72983487781381, 1323.932230612263
0000001022, 39.46661722291198, -119.72989970072393, 1323.7464439626783
0000001023, 39.46670715880635, -119.72997189199985, 1323.5798802841455
0000001024, 39.4667972638547, -119.73004340548997, 1323.3516315072775
0000001025, 39.46687738617272, -119.73010735180567, 1323.1366854645312
0000001026, 39.46695688315781, -119.73017115958001, 1322.8567545767874
0000001027, 39.46703624609925, -119.73023314226415, 1322.5073776999488
0000001028, 39.46711572450425, -119.73029669881844, 1322.193925011903
0000001029, 39.467195511273864, -119.73036082441192, 1321.8179952278733
0000001030, 39.467274797919565, -119.73042352283139, 1321.4343521278352
0000001031, 39.46735359019325, -119.73048727671907, 1321.0356502598152
0000001032, 39.46743732676482, -119.73055444499235, 1320.593876595609
0000001033, 39.46751579982092, -119.73061706510377, 1320.178496927023
0000001034, 39.46759463065977, -119.7306813377543, 1319.7853679051623
0000001035, 39.46767829745918, -119.73074981114611, 1319.3878236310557
0000001036, 39.46776166120614, -119.73081686038665, 1319.0029958188534
0000001037, 39.46784067574575, -119.7308809872535, 1318.6722921999171
0000001038, 39.4679196435501, -119.73094434444558, 1318.3693378316239
0000001039, 39.46799799667359, -119.73100779309496, 1318.0964894508943
0000001040, 39.46807674918385, -119.73107066723684, 1317.862860915251
0000001041, 39.46815628224301, -119.73113447735997, 1317.6678651710972
0000001042, 39.46823596422941, -119.73119912919744, 1317.5057867094874
0000001043, 39.46831510204125, -119.73126263693473, 1317.3870710469782
0000001044, 39.46839322013922, -119.7313248217152, 1317.27606260404
0000001045, 39.46847188399363, -119.73138823586491, 1317.2118801753968
0000001046, 39.468550313526684, -119.73145086094698, 1317.1822816319764
0000001047, 39.46862953131847, -119.7315138654416, 1317.1519072176889
0000001048, 39.46870852433141, -119.73157736655283, 1317.1195292314515
0000001049, 39.46878743749165, -119.73164065963832, 1317.0774699402973
0000001050, 39.468866390979215, -119.73170498968356, 1317.078017583117
0000001051, 39.46894514506316, -119.73176757633739, 1317.053976948373
0000001052, 39.46902366403974, -119.73183150252608, 1317.049516638741
0000001053, 39.469102120859, -119.73189484787943, 1317.0355474064127
0000001054, 39.469181627579346, -119.73195973134297, 1317.0444382820278
0000001055, 39.46925979666522, -119.73202265199967, 1317.0814904402941
0000001056, 39.46933730365866, -119.7320859601835, 1317.1934206681326
0000001057, 39.469415412389516, -119.73215046171914, 1317.3249699315056
0000001058, 39.46949274588002, -119.73221331192232, 1317.4551220433787
0000001059, 39.46956963244497, -119.73227688979465, 1317.6428245576099
0000001060, 39.469647043494916, -119.73234155488424, 1317.7963786395267
0000001061, 39.4697238982017, -119.73240485945384, 1317.9708780823275
0000001062, 39.46980139733261, -119.73246937367469, 1318.1737978979945
0000001063, 39.46988236848751, -119.73253178450767, 1318.3775185355917
0000001064, 39.4699609876199, -119.7325952777256, 1318.596356363967
0000001065, 39.470038658658616, -119.73265763824777, 1318.8096115542576
0000001066, 39.47011592220547, -119.73272064879603, 1318.9716523885727
0000001067, 39.470193964067555, -119.73278364104762, 1319.0386099396273
0000001068, 39.4702722280216, -119.73284815625948, 1319.0684406384826
0000001069, 39.470350340571855, -119.73291108941791, 1319.0737179741263
0000001070, 39.47042827326494, -119.73297458344796, 1319.0665381951258
0000001071, 39.47050700842136, -119.73303801180262, 1319.0393505580723
0000001072, 39.470585814339046, -119.73310069524778, 1318.9882493754849
0000001073, 39.47066491190127, -119.733163038408, 1318.91874794662
0000001074, 39.47074296051931, -119.73322636612816, 1318.8350451495498
0000001075, 39.4708214989772, -119.73328787711331, 1318.7202861113474
0000001076, 39.47090045137336, -119.73334883553677, 1318.5993873225525
0000001077, 39.47097972609589, -119.73341100196885, 1318.490928801708
0000001078, 39.47105767276956, -119.73347253811039, 1318.4020400317386
0000001079, 39.47113577667318, -119.73353585292456, 1318.2938606226817
0000001080, 39.47121341102162, -119.73359739046462, 1318.191904189065
0000001081, 39.47129182163487, -119.73366027640724, 1318.0896595707163
0000001082, 39.47136964791349, -119.73372258463687, 1317.9883800409734
0000001083, 39.47144822332631, -119.73378570357731, 1317.8899695631117
0000001084, 39.47152639843144, -119.73384854574765, 1317.7770414836705
0000001085, 39.471604559156205, -119.73390972792039, 1317.6579166483134
0000001086, 39.471683425507415, -119.73397382735935, 1317.5356108443812
0000001087, 39.4717626908527, -119.73403778937934, 1317.4160530027002
0000001088, 39.471841407344094, -119.7341012329834, 1317.3121612165123
0000001089, 39.471920180673536, -119.7341642449954, 1317.2305390974507
0000001090, 39.471999436246676, -119.73422643155986, 1317.161372024566
0000001091, 39.4720781170976, -119.73428933125813, 1317.1053022500128
0000001092, 39.47215631041941, -119.73435168534874, 1317.0449613891542
0000001093, 39.472234705543485, -119.73441443541432, 1316.9708073046058
0000001094, 39.47231280134976, -119.73447704456503, 1316.8765234723687
0000001095, 39.47239098052753, -119.73454007907272, 1316.8262975374237
0000001096, 39.47246935167566, -119.73460373885854, 1316.858886461705
0000001097, 39.47254624762255, -119.73466646978285, 1316.8068726845086
0000001098, 39.47262488129006, -119.73472845579236, 1316.7766421251
0000001099, 39.47270320287695, -119.73479153595794, 1316.781443442218
0000001100, 39.47278011568052, -119.7348541189499, 1316.8142176782712
0000001101, 39.472857146941905, -119.73491470708453, 1316.8303006114438
0000001102, 39.47294521220733, -119.73498454870604, 1316.8617949886248
0000001103, 39.4730323533494, -119.73505421447575, 1316.9137796638533
0000001104, 39.47311999089461, -119.73512490967425, 1316.9199789185077
0000001105, 39.47319770452616, -119.73518877767971, 1316.9314377205446
0000001106, 39.473285415430134, -119.73525955415506, 1316.9461343931034
0000001107, 39.473363744316735, -119.73532223296002, 1316.9540299875662
0000001108, 39.47344312880192, -119.73538615918226, 1316.939810222946
0000001109, 39.47353021533173, -119.7354568626286, 1316.8839688468724
0000001110, 39.47361699124468, -119.73552738034134, 1316.8462244085968
0000001111, 39.473695413967434, -119.7355898791277, 1316.7797463349998
0000001112, 39.47378215152442, -119.73566037859258, 1316.7081861728802
0000001113, 39.47386895183784, -119.73572992037737, 1316.6232758099213
0000001114, 39.473946675350376, -119.7357928772659, 1316.518036388792
0000001115, 39.47403448554856, -119.7358632444437, 1316.3798772767186
0000001116, 39.47411748794625, -119.73592826456021, 1316.250711724162
0000001117, 39.47419575671812, -119.7359910153483, 1316.12763537094
0000001118, 39.474274287704965, -119.73605393170918, 1315.9549123952165
0000001119, 39.474352231413896, -119.736116846909, 1315.7970273355022
0000001120, 39.47443021584963, -119.73618003908722, 1315.6502703772858
0000001121, 39.474507577182855, -119.73624202632963, 1315.5225311191753
0000001122, 39.47458610329647, -119.7363045293941, 1315.3823937652633
0000001123, 39.474664357455254, -119.73636568131022, 1315.2303800377995
0000001124, 39.474741654206085, -119.7364274967571, 1315.1063452167436
0000001125, 39.47481898295548, -119.73648954006332, 1315.002471037209
0000001126, 39.47489817333182, -119.73655059871113, 1314.8586264140904
0000001127, 39.474977257483864, -119.73661111580094, 1314.7508730879053
0000001128, 39.47505532460961, -119.73666978640486, 1314.6677117347717
0000001129, 39.475133866087255, -119.7367279625769, 1314.6451750081033
0000001130, 39.47521291115444, -119.73678457594782, 1314.6665249774233
0000001131, 39.47530194223677, -119.73684616965413, 1314.6976827355102
0000001132, 39.47539185405762, -119.73690614379481, 1314.8187690628693
0000001133, 39.47548236293928, -119.73696334344892, 1314.952742209658
0000001134, 39.47557231945678, -119.73702090154586, 1315.2090607434511
0000001135, 39.4756543118806, -119.73706974345787, 1315.3643647916615
0000001136, 39.47573749941753, -119.73711747106638, 1315.499020873569
0000001137, 39.47583065293005, -119.73716782047192, 1315.6162275634706
0000001138, 39.475914801565594, -119.73721327065562, 1315.749849744141
0000001139, 39.47599956429129, -119.73725606326275, 1315.8433291753754
0000001140, 39.47608549569797, -119.73729767377621, 1315.851572688669
0000001141, 39.47617232871746, -119.73733772576047, 1315.786432992667
